Ano;Município;Aparelho de Pesca;Nível Taxonômico;Pescado;kg no Período;valor estimado no período
2011;Praia Grande;multi-artes;Peixe Ósseo;Galo;59,65;161,89
2011;Praia Grande;multi-artes;Peixe Ósseo;Garoupa;3,3;50,25
2011;Praia Grande;multi-artes;Peixe Ósseo;Goete;1;2,85
2011;Praia Grande;multi-artes;Peixe Ósseo;Gordinho;528,8;1586,4
2011;Praia Grande;multi-artes;Peixe Ósseo;Guaivira;1731,3;5794,55
2011;Praia Grande;multi-artes;Peixe Ósseo;Lua;134;938
2011;Praia Grande;multi-artes;Peixe Ósseo;Maria-mole;2;5,33
2011;Praia Grande;multi-artes;Peixe Ósseo;Miraguaia;41;194,75
2011;Praia Grande;multi-artes;Peixe Ósseo;Mistura;1327,8;3866,86
2011;Praia Grande;multi-artes;Peixe Ósseo;Oveva;510,2;1580,67
2011;Praia Grande;multi-artes;Peixe Ósseo;Palombeta;20;59
2011;Praia Grande;multi-artes;Peixe Ósseo;Pampo;5,3;23,85
2011;Praia Grande;multi-artes;Peixe Ósseo;Paru;17,7;79,65
2011;Praia Grande;multi-artes;Peixe Ósseo;Pescada-amarela;140,7;1390,8
2011;Praia Grande;multi-artes;Peixe Ósseo;Pescada-branca;27,6;193,1
2011;Praia Grande;multi-artes;Peixe Ósseo;Pescada-cambucu;69;714,75
2011;Praia Grande;multi-artes;Peixe Ósseo;Pescada-dentão;5,5;35,75
2011;Praia Grande;multi-artes;Peixe Ósseo;Pescada-foguete;3580,6;28778,48
2011;Praia Grande;multi-artes;Peixe Ósseo;Pescadas agrupadas;5;30
2011;Praia Grande;multi-artes;Peixe Ósseo;Pirajica;6,4;19,58
2011;Praia Grande;multi-artes;Peixe Ósseo;Prejereba;68;565,2
2011;Praia Grande;multi-artes;Peixe Ósseo;Robalo;573,9;5600,05
2011;Praia Grande;multi-artes;Peixe Ósseo;Robalo-flecha;609,8;9453,8
2011;Praia Grande;multi-artes;Peixe Ósseo;Robalo-peva;572,6;6595,4
2011;Praia Grande;multi-artes;Peixe Ósseo;Sargo;17,5;148,75
2011;Praia Grande;multi-artes;Peixe Ósseo;Sari-sari;61;152,75
2011;Praia Grande;multi-artes;Peixe Ósseo;Sernambiguara;17;119
2011;Praia Grande;multi-artes;Peixe Ósseo;Sororoca;1640,7;13889,52
2011;Praia Grande;multi-artes;Peixe Ósseo;Tainha;1802,1;13209,7
2011;Praia Grande;multi-artes;Peixe Ósseo;Xarelete;1,8;8,1
2011;Praia Grande;multi-artes;Peixe Ósseo;Xaréu;209,5;1126,06
2011;Praia Grande;;;;0;0
2011;Santos/Guarujá;arpão/fisga;Molusco;Polvo;155;1925,67
2011;Santos/Guarujá;arpão/fisga;Peixe Ósseo;Badejo;41;389,5
2011;Santos/Guarujá;arpão/fisga;Peixe Ósseo;Garoupa;109;1716,75
2011;Santos/Guarujá;arrasto-duplo;Crustáceo;Camarão-cristalino;34282;187034,75
2011;Santos/Guarujá;arrasto-duplo;Crustáceo;Camarão-legítimo;18234,5;453811,67
2011;Santos/Guarujá;arrasto-duplo;Crustáceo;Camarão-rosa;206217,5;9305323,29
2011;Santos/Guarujá;arrasto-duplo;Crustáceo;Camarão-sete-barbas;1553647,9;7736069,53
2011;Santos/Guarujá;arrasto-duplo;Crustáceo;Caranguejos agrupados;160;1200
2011;Santos/Guarujá;arrasto-duplo;Crustáceo;Lagostim;62547;586927,94
2011;Santos/Guarujá;arrasto-duplo;Crustáceo;Sapateira;1232,6;19059,53
2011;Santos/Guarujá;arrasto-duplo;Crustáceo;Siri-candeia;117,55;235,1
2011;Santos/Guarujá;arrasto-duplo;Crustáceo;Siris agrupados;280,58;1640,36
2011;Santos/Guarujá;arrasto-duplo;Molusco;Concha;478;391,6
2011;Santos/Guarujá;arrasto-duplo;Molusco;Lula;104666;557374,68
2011;Santos/Guarujá;arrasto-duplo;Molusco;Mexilhão;13;84,5
2011;Santos/Guarujá;arrasto-duplo;Molusco;Polvo;47957;685635,83
2011;Santos/Guarujá;arrasto-duplo;Molusco;Polvo-saquinho;804;2010
2011;Santos/Guarujá;arrasto-duplo;Peixe Cartilaginoso;Anequim;205;1486,25
2011;Santos/Guarujá;arrasto-duplo;Peixe Cartilaginoso;Cação-anjo;8896;27058,35
2011;Santos/Guarujá;arrasto-duplo;Peixe Cartilaginoso;Cações agrupados;1954;12900,75
2011;Santos/Guarujá;arrasto-duplo;Peixe Cartilaginoso;Cambeva;108;1209
2011;Santos/Guarujá;arrasto-duplo;Peixe Cartilaginoso;Raia-emplastro;48937;50254,58
2011;Santos/Guarujá;arrasto-duplo;Peixe Cartilaginoso;Raia-emplastro-castelnaui;409;388,55
2011;Santos/Guarujá;arrasto-duplo;Peixe Cartilaginoso;Raias agrupadas;82443;149406,57
2011;Santos/Guarujá;arrasto-duplo;Peixe Cartilaginoso;Tintureira;15;97,5
2011;Santos/Guarujá;arrasto-duplo;Peixe Cartilaginoso;Viola;10273;15618,33
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Abrótea;187504;390103,33
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Bagre;2285;4362,52
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Bagre-amarelo;4;4
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Bagre-branco;291;415,3
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Baiacu;41;85
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Batata;4289;13186,9
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Betara;44170;81473,14
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Bicuda;1458;2954,05
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Cabrinha;164084;234269,25
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Cangoá;147;349,13
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Caranha;25;125
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Carapau;20050;110275
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Caratinga;1;2,23
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Castanha;10884;14147,14
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Chernes agrupados;2374;20391,4
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Cherne-verdadeiro;280;3325
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Congro;2854;2994
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Congro-rosa;74191;540141,5
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Corvina;26846;67443,98
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Dourado;73;511
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Enchova;113;480,6
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Espada;10082;11139,71
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Galo;975;1316,67
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Garoupa;221;3483
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Goete;18991;37483,4
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Gordinho;5205;8479,85
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Guaivira;618;776,1
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Linguado;18358;191660,13
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Linguado-areia;107790;210936,02
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Maria-luíza;13077,5;20610,21
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Maria-mole;15763;32195,42
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Merluza;115939;230516,73
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Mistura;182098,1;395595,9
2011;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Namorado;4656;37371,38
